iso2c,country,fpop_rate,pop2000,pop_2000_all_rural,pop_2000_all_semiurban,pop_2000_all_urban,pop2000_flood,pop_2000_flood_rural,pop_2000_flood_semiurban,pop_2000_flood_urban,pop_2000_nonflood_rural,pop_2000_nonflood_semiurban,pop_2000_nonflood_urban,popdelta,pop_delta_all_rural,pop_delta_all_semiurban,pop_delta_all_urban,pdelta_flood,pop_delta_flood_rural,pop_delta_flood_semiurban,pop_delta_flood_urban,pop_delta_nonflood_rural,pop_delta_nonflood_semiurban,pop_delta_nonflood_urban,region,iso3c,bias_factor,hrsl_data,region_mean_bias,region_sd_bias
NP,Nepal,0,26970006.37,13068239.91,10996088.02,2905678.445,0,0,0,0,13068239.91,10996088.02,2905678.445,5381061.32,-3609784.531,4099743.744,4891102.107,0,0,0,0,-3609784.531,4099743.744,4891102.107,Southern Asia,NPL,0.78444575,Y,0.571952806,0.36779307
CE,Sri Lanka,0,18768429.3,5277351.461,7274545.408,6216532.43,0,0,0,0,5277351.461,7274545.408,6216532.43,1891263.387,-915380.6854,1807578.182,999065.891,0,0,0,0,-915380.6854,1807578.182,999065.891,Southern Asia,LKA,0.368072235,Y,0.571952806,0.36779307
IN,India,0,1143117853,115027739.4,294351799.6,733738314.5,0,0,0,0,115027739.4,294351799.6,733738314.5,281389722.1,31576129.66,92975249.44,156838343,0,0,0,0,31576129.66,92975249.44,156838343,Southern Asia,IND,0.571952806,N,0.571952806,0.36779307
BG,Bangladesh,0,143076528.9,7994400.77,35594118.27,99488009.82,0,0,0,0,7994400.77,35594118.27,99488009.82,31880140.68,1177882.745,8906480.934,21795777,0,0,0,0,1177882.745,8906480.934,21795777,Southern Asia,BGD,1.026183102,Y,0.571952806,0.36779307
PS,Palau,0,18331.92706,9048.783241,9283.143816,0,0,0,0,0,9048.783241,9283.143816,0,1254.359454,3359.161497,-2104.802043,0,0,0,0,0,3359.161497,-2104.802043,0,Australia and New Zealand,PLW,0.666410932,N,0.666410932,0.363857824
NR,Nauru,0,8035.958337,2980.77173,5055.186607,0,0,0,0,0,2980.77173,5055.186607,0,-968.6093585,-42.40912885,-926.2002296,0,0,0,0,0,-42.40912885,-926.2002296,0,Australia and New Zealand,NRU,0.666410932,N,0.666410932,0.363857824
TV,Tuvalu,0,451.6678865,451.6678865,0,0,0,0,0,0,451.6678865,0,0,-68.2802457,-68.2802457,0,0,0,0,0,0,-68.2802457,0,0,Australia and New Zealand,TUV,0.666410932,N,0.666410932,0.363857824
TL,Tokelau,0,115.0571919,115.0571919,0,0,0,0,0,0,115.0571919,0,0,-22.36681435,-22.36681435,0,0,0,0,0,0,-22.36681435,0,0,Australia and New Zealand,TKL,0.666410932,N,0.666410932,0.363857824
CW,Cook Is,0,15264.33974,15264.33974,0,0,0,0,0,0,15264.33974,0,0,3823.047459,3823.047459,0,0,0,0,0,0,3823.047459,0,0,Australia and New Zealand,COK,0.666410932,N,0.666410932,0.363857824
AQ,American Samoa,0,34340.44912,12304.55475,22035.89437,0,0,0,0,0,12304.55475,22035.89437,0,-1179.674632,-868.8683851,-310.8062465,0,0,0,0,0,-868.8683851,-310.8062465,0,Australia and New Zealand,ASM,0.666410932,N,0.666410932,0.363857824
TN,Tonga,0,96373.8701,28295.05152,68078.81859,0,0,0,0,0,28295.05152,68078.81859,0,9830.365764,-2980.604955,12810.97072,0,0,0,0,0,-2980.604955,12810.97072,0,Australia and New Zealand,TON,0.666410932,N,0.666410932,0.363857824
NE,Niue,0,1978.407728,1978.407728,0,0,0,0,0,0,1978.407728,0,0,-298.7835917,-298.7835917,0,0,0,0,0,0,-298.7835917,0,0,Australia and New Zealand,NIU,0.666410932,N,0.666410932,0.363857824
WS,Samoa,0,128612.6634,62408.60955,29562.80319,36641.25068,0,0,0,0,62408.60955,29562.80319,36641.25068,18863.89621,4580.094443,9028.536689,5255.265078,0,0,0,0,4580.094443,9028.536689,5255.265078,Australia and New Zealand,WSM,0.666410932,N,0.666410932,0.363857824
WF,Wallis & Futuna,0,14080.87143,14080.87143,0,0,0,0,0,0,14080.87143,0,0,-1302.0918,-1302.0918,0,0,0,0,0,0,-1302.0918,0,0,Australia and New Zealand,WLF,0.666410932,N,0.666410932,0.363857824
FP,French Polynesia,0,212999.7125,107046.6584,105953.0541,0,0,0,0,0,107046.6584,105953.0541,0,37145.99873,24223.62446,12922.37427,0,0,0,0,0,24223.62446,12922.37427,0,Australia and New Zealand,PYF,0.666410932,N,0.666410932,0.363857824
US,United States,0,1289851.496,212366.2503,516619.7901,560865.4559,0,0,0,0,212366.2503,516619.7901,560865.4559,224746.4425,60012.76394,98416.81178,66316.86674,0,0,0,0,60012.76394,98416.81178,66316.86674,Northern America,USA,0.93927076,Y,0.93927076,0
CQ,Northern Mariana Is,0,68080.32896,13815.81366,54264.51531,0,0,0,0,0,13815.81366,54264.51531,0,-13547.27101,-1751.502653,-11795.76836,0,0,0,0,0,-1751.502653,-11795.76836,0,Australia and New Zealand,MNP,0.666410932,N,0.666410932,0.363857824
RM,Marshall Is,0,2469.949286,2469.949286,0,0,0,0,0,0,2469.949286,0,0,-1212.050169,-1212.050169,0,0,0,0,0,0,-1212.050169,0,0,Australia and New Zealand,MHL,0.666410932,N,0.666410932,0.363857824
KR,Kiribati,0,26097.79085,13028.01656,13069.77429,0,0,0,0,0,13028.01656,13069.77429,0,11765.05172,460.6841763,11304.36755,0,0,0,0,0,460.6841763,11304.36755,0,Australia and New Zealand,KIR,0.666410932,N,0.666410932,0.363857824
FM,Fed States of Micronesia,0,63092.45703,45589.28571,17503.17132,0,0,0,0,0,45589.28571,17503.17132,0,-409.0296621,-1500.020506,1090.990844,0,0,0,0,0,-1500.020506,1090.990844,0,Australia and New Zealand,FSM,0.666410932,N,0.666410932,0.363857824
GQ,Guam,0,158302.9715,34265.56661,124037.4049,0,0,0,0,0,34265.56661,124037.4049,0,14823.3546,-892.0230605,15715.37766,0,0,0,0,0,-892.0230605,15715.37766,0,Australia and New Zealand,GUM,0.666410932,N,0.666410932,0.363857824
PP,Papua New Guinea,0,5220837.117,1531131.37,2469303.869,1220401.879,0,0,0,0,1531131.37,2469303.869,1220401.879,2195160.076,398192.5325,1237629.044,559338.4994,0,0,0,0,398192.5325,1237629.044,559338.4994,Australia and New Zealand,PNG,0.270766693,Y,0.666410932,0.363857824
BP,Solomon Is,0,338731.3416,278009.1796,14504.63116,46217.53086,0,0,0,0,278009.1796,14504.63116,46217.53086,146063.0199,112669.3105,8885.329452,24508.37994,0,0,0,0,112669.3105,8885.329452,24508.37994,Australia and New Zealand,SLB,0.666410932,N,0.666410932,0.363857824
NC,New Caledonia,0,206498.4894,90835.84256,41256.42897,74406.21785,0,0,0,0,90835.84256,41256.42897,74406.21785,52654.1725,-113.7514124,28831.51068,23936.41324,0,0,0,0,-113.7514124,28831.51068,23936.41324,Australia and New Zealand,NCL,0.666410932,N,0.666410932,0.363857824
NF,Norfolk I,0,2440.697439,2440.697439,0,0,0,0,0,0,2440.697439,0,0,-581.0841418,-581.0841418,0,0,0,0,0,0,-581.0841418,0,0,Australia and New Zealand,NFK,0.666410932,N,0.666410932,0.363857824
NZ,New Zealand,0,4923675.311,1332231.341,1663956.394,1927487.576,0,0,0,0,1332231.341,1663956.394,1927487.576,843340.0984,208219.8227,253478.4486,381641.8271,0,0,0,0,208219.8227,253478.4486,381641.8271,Australia and New Zealand,NZL,1.083502972,Y,0.666410932,0.363857824
FJ,Fiji,0,778957.8892,392234.0997,209325.0651,177398.7244,0,0,0,0,392234.0997,209325.0651,177398.7244,91608.34492,33573.057,21980.27261,36055.01531,0,0,0,0,33573.057,21980.27261,36055.01531,Australia and New Zealand,FJI,0.367813971,Y,0.666410932,0.363857824
NH,Vanuatu,0,154426.2324,115264.1814,39162.05101,0,0,0,0,0,115264.1814,39162.05101,0,65739.5321,37762.59718,27976.93493,0,0,0,0,0,37762.59718,27976.93493,0,Australia and New Zealand,VUT,0.666410932,N,0.666410932,0.363857824
ID,Indonesia,0.94592024,208586116.1,18016883.4,49954819.36,140614413.4,55585.49452,10377.20832,37316.06807,7892.218125,18006506.19,49917503.3,140606521.1,45293117.82,7232596.417,12393890.74,25666630.65,11417.28418,5457.873799,2123.427401,3835.982985,7227138.543,12391767.32,25662794.67,South-Eastern Asia,IDN,0.60691705,Y,0.99413377,0.360529824
SN,Singapore,0,3868642.58,1471.139821,5497.761769,3861673.679,0,0,0,0,1471.139821,5497.761769,3861673.679,1652575.111,1126.107594,2682.8679,1648766.136,0,0,0,0,1126.107594,2682.8679,1648766.136,South-Eastern Asia,SGP,1.200998778,Y,0.99413377,0.360529824
BX,Brunei,0,335682.1051,66610.30911,162027.613,107044.183,0,0,0,0,66610.30911,162027.613,107044.183,95092.30364,18483.05232,43851.12584,32758.12549,0,0,0,0,18483.05232,43851.12584,32758.12549,South-Eastern Asia,BRN,1.83355344,Y,0.99413377,0.360529824
RP,Philippines,0,75893766.96,18137843.16,26043920.02,31712003.79,0,0,0,0,18137843.16,26043920.02,31712003.79,22970038.57,2728566.367,9392937.153,10848535.05,0,0,0,0,2728566.367,9392937.153,10848535.05,South-Eastern Asia,PHL,0.844057012,Y,0.99413377,0.360529824
TT,Timor-Leste,0,853070.2611,562644.0787,174299.8547,116126.3277,0,0,0,0,562644.0787,174299.8547,116126.3277,339727.8753,37287.48998,172053.6305,130386.7548,0,0,0,0,37287.48998,172053.6305,130386.7548,South-Eastern Asia,TLS,0.99413377,N,0.99413377,0.360529824
MY,Malaysia,0,22976833.04,4262099.947,6967724.971,11747008.12,0,0,0,0,4262099.947,6967724.971,11747008.12,6760128.766,1089484.528,1414554.463,4256089.775,0,0,0,0,1089484.528,1414554.463,4256089.775,South-Eastern Asia,MYS,0.760608237,Y,0.99413377,0.360529824
TH,Thailand,0,64609217.17,22571564.82,25439710.49,16597941.86,0,0,0,0,22571564.82,25439710.49,16597941.86,5290332.807,-1160374.69,19233.56556,6431473.932,0,0,0,0,-1160374.69,19233.56556,6431473.932,South-Eastern Asia,THA,0.972211952,Y,0.99413377,0.360529824
BM,Burma,0,50060365.24,8981697.801,22932768.81,18145898.62,0,0,0,0,8981697.801,22932768.81,18145898.62,6223698.467,1301610.503,1717022.995,3205064.969,0,0,0,0,1301610.503,1717022.995,3205064.969,South-Eastern Asia,MMR,0.99413377,N,0.99413377,0.360529824
LA,Laos,0,5467531.467,1553177.931,3043094.745,871258.7905,0,0,0,0,1553177.931,3043094.745,871258.7905,1494308.496,323238.9877,991890.8339,179178.674,0,0,0,0,323238.9877,991890.8339,179178.674,South-Eastern Asia,LAO,0.684946154,Y,0.99413377,0.360529824
CB,Cambodia,0,12428878.37,5050183.433,5541040.773,1837654.161,0,0,0,0,5050183.433,5541040.773,1837654.161,3464514.232,-177066.8954,2680326.594,961254.5328,0,0,0,0,-177066.8954,2680326.594,961254.5328,South-Eastern Asia,KHM,0.841259531,Y,0.99413377,0.360529824
VM,Vietnam,0,82892632.71,7421651.779,32895822.42,42575158.51,0,0,0,0,7421651.779,32895822.42,42575158.51,13354321.95,1565150.929,2521790.786,9267380.234,0,0,0,0,1565150.929,2521790.786,9267380.234,South-Eastern Asia,VNM,1.202651776,Y,0.99413377,0.360529824
MU,Oman,0,2267253.1,422907.3665,1030689.456,813656.2776,0,0,0,0,422907.3665,1030689.456,813656.2776,2286339.594,451665.1646,1034517.623,800156.8069,0,0,0,0,451665.1646,1034517.623,800156.8069,Western Asia,OMN,0.229605805,Y,0.77599626,0.556139069
AE,United Arab Emirates,0,3269638.639,89617.10252,224272.7333,2955748.803,0,0,0,0,89617.10252,224272.7333,2955748.803,6592516.627,214343.0735,502276.1803,5875897.373,0,0,0,0,214343.0735,502276.1803,5875897.373,Western Asia,ARE,1.150927515,Y,0.77599626,0.556139069
QA,Qatar,0,650104.2895,63504.50379,35321.61795,551278.1678,0,0,0,0,63504.50379,35321.61795,551278.1678,1800723.55,49172.63155,270128.169,1481422.749,0,0,0,0,49172.63155,270128.169,1481422.749,Western Asia,QAT,2.126397383,Y,0.77599626,0.556139069
BA,Bahrain,0,1463054.467,12703.91453,25634.90775,1424715.645,0,0,0,0,12703.91453,25634.90775,1424715.645,1556070.826,17248.19229,35550.85264,1503271.781,0,0,0,0,17248.19229,35550.85264,1503271.781,Western Asia,BHR,0.572419981,Y,0.77599626,0.556139069
IR,Iran,0,79717686.17,11300477.08,21528350.5,46888858.59,0,0,0,0,11300477.08,21528350.5,46888858.59,15991380.51,3019100.471,1047652.088,11924627.95,0,0,0,0,3019100.471,1047652.088,11924627.95,Southern Asia,IRN,0.571952806,N,0.571952806,0.36779307
KU,Kuwait,0,2189560.953,46261.29547,153794.2169,1989505.441,0,0,0,0,46261.29547,153794.2169,1989505.441,2233597.316,73078.04369,182912.4,1977606.873,0,0,0,0,73078.04369,182912.4,1977606.873,Western Asia,KWT,0.816513208,Y,0.77599626,0.556139069
AJ,Azerbaijan,0,10603789.64,2179786.814,4298187.281,4125815.544,0,0,0,0,2179786.814,4298187.281,4125815.544,2127761.819,575718.216,658254.3817,893789.2214,0,0,0,0,575718.216,658254.3817,893789.2214,Western Asia,AZE,0.77599626,N,0.77599626,0.556139069
AM,Armenia,0,4041208.003,765381.368,1611299.272,1664527.364,0,0,0,0,765381.368,1611299.272,1664527.364,-76672.36272,-7698.78219,-65453.93617,-3519.644365,0,0,0,0,-7698.78219,-65453.93617,-3519.644365,Western Asia,ARM,0.77599626,N,0.77599626,0.556139069
GG,Georgia,0,6288325.466,1968036.279,2127992.097,2192297.09,0,0,0,0,1968036.279,2127992.097,2192297.09,-990322.1506,-251715.2668,-374661.0877,-363945.7961,0,0,0,0,-251715.2668,-374661.0877,-363945.7961,Western Asia,GEO,0.77599626,N,0.77599626,0.556139069
TU,Turkey,1.700917396,80771748.76,18389034.98,20388304.21,41994409.57,42325.90799,12067.95864,8181.42762,22076.52173,18376967.02,20380122.78,41972333.05,19945026.05,284993.8768,3020081.734,16639950.44,17777.25199,2665.465537,3689.229575,11422.55688,282328.4113,3016392.504,16628527.88,Western Asia,TUR,0.77599626,N,0.77599626,0.556139069
CY,Cyprus,0,1131260.099,310026.1681,303136.8525,518097.0784,0,0,0,0,310026.1681,303136.8525,518097.0784,267415.7081,84709.70198,109629.2324,73076.77373,0,0,0,0,84709.70198,109629.2324,73076.77373,Western Asia,CYP,0.77599626,N,0.77599626,0.556139069
GZ,Gaza Strip,0,1279316.153,5874.265962,35802.23328,1237639.654,0,0,0,0,5874.265962,35802.23328,1237639.654,716145.2633,4057.048781,26065.4896,686022.7249,0,0,0,0,4057.048781,26065.4896,686022.7249,Western Asia,PSE,0.77599626,N,0.77599626,0.556139069
IS,Israel,0,6990478.429,432075.5943,1813372.537,4745030.298,0,0,0,0,432075.5943,1813372.537,4745030.298,2374860.22,230637.3725,721256.2542,1422966.593,0,0,0,0,230637.3725,721256.2542,1422966.593,Western Asia,ISR,0.77599626,N,0.77599626,0.556139069
JO,Jordan,0,5626501.249,435862.6249,1315926.216,3874712.407,0,0,0,0,435862.6249,1315926.216,3874712.407,3329080.234,331758.6575,819571.078,2177750.498,0,0,0,0,331758.6575,819571.078,2177750.498,Western Asia,JOR,0.345242859,Y,0.77599626,0.556139069
SA,Saudi Arabia,0,23160099.51,1970382.533,4848348.876,16341368.1,0,0,0,0,1970382.533,4848348.876,16341368.1,11037780.94,1125918.231,2507200.305,7404662.407,0,0,0,0,1125918.231,2507200.305,7404662.407,Western Asia,SAU,0.53531582,Y,0.77599626,0.556139069
WE,West Bank,0,2491145.294,214668.5786,953426.0928,1323050.623,0,0,0,0,214668.5786,953426.0928,1323050.623,974951.1414,119333.3672,433403.6243,422214.1499,0,0,0,0,119333.3672,433403.6243,422214.1499,Western Asia,PSE,0.77599626,N,0.77599626,0.556139069
WE,West Bank,0,505.2063211,0,0,505.2063211,0,0,0,0,0,0,505.2063211,36.86375016,0,0,36.86375016,0,0,0,0,0,0,36.86375016,Western Asia,PSE,0.77599626,N,0.77599626,0.556139069
IZ,Iraq,0,28327411.95,2151162.534,6101296.629,20074952.79,0,0,0,0,2151162.534,6101296.629,20074952.79,15453848.09,1953217.103,4463740.47,9036890.52,0,0,0,0,1953217.103,4463740.47,9036890.52,Western Asia,IRQ,0.382738874,Y,0.77599626,0.556139069
SY,Syria,0,20009187.39,4117665.367,6992674.228,8898847.792,0,0,0,0,4117665.367,6992674.228,8898847.792,2633972.121,663109.2254,1022550.998,948311.8974,0,0,0,0,663109.2254,1022550.998,948311.8974,Western Asia,SYR,0.77599626,N,0.77599626,0.556139069
LE,Lebanon,0,3849768.604,522484.0164,1191361.677,2135922.91,0,0,0,0,522484.0164,1191361.677,2135922.91,3089235.878,219914.2665,848630.8238,2020690.788,0,0,0,0,219914.2665,848630.8238,2020690.788,Western Asia,LBN,0.824804894,Y,0.77599626,0.556139069
SY,Syria,0,13276.53458,8979.58798,4296.946604,0,0,0,0,0,8979.58798,4296.946604,0,6237.719699,3013.095788,3224.623911,0,0,0,0,0,3013.095788,3224.623911,0,Western Asia,SYR,0.77599626,N,0.77599626,0.556139069
SY,Syria,0,27158.80244,22557.789,4601.013449,0,0,0,0,0,22557.789,4601.013449,0,10915.46098,9246.304188,1669.156797,0,0,0,0,0,9246.304188,1669.156797,0,Western Asia,SYR,0.77599626,N,0.77599626,0.556139069
IS,Israel,0,1296.541658,1296.541658,0,0,0,0,0,0,1296.541658,0,0,106.8298093,106.8298093,0,0,0,0,0,0,106.8298093,0,0,Western Asia,ISR,0.77599626,N,0.77599626,0.556139069
SY,Syria,0,5210.635143,3176.336235,2034.298908,0,0,0,0,0,3176.336235,2034.298908,0,1698.776933,1268.976657,429.8002762,0,0,0,0,0,1268.976657,429.8002762,0,Western Asia,SYR,0.77599626,N,0.77599626,0.556139069
SY,Syria,0,0.589528679,0.589528679,0,0,0,0,0,0,0.589528679,0,0,1.560041065,1.560041065,0,0,0,0,0,0,1.560041065,0,0,Western Asia,SYR,0.77599626,N,0.77599626,0.556139069
YM,Yemen,0,18216068.02,3375517.844,7785288.911,7055261.263,0,0,0,0,3375517.844,7785288.911,7055261.263,9256434.225,1196884.729,3521263.662,4538285.834,0,0,0,0,1196884.729,3521263.662,4538285.834,Western Asia,YEM,0.77599626,N,0.77599626,0.556139069
AS,Australia,0,22660294.35,4287879.603,5042693.619,13329721.13,0,0,0,0,4287879.603,5042693.619,13329721.13,5769698.357,1099926.012,1286200.755,3383571.591,0,0,0,0,1099926.012,1286200.755,3383571.591,Australia and New Zealand,AUS,0.943560094,Y,0.666410932,0.363857824
CU,Cuba,0,11888258.37,2049581.414,4558555.765,5280121.187,0,0,0,0,2049581.414,4558555.765,5280121.187,294159.8242,155500.3426,-14240.28594,152899.7675,0,0,0,0,155500.3426,-14240.28594,152899.7675,Caribbean,CUB,0.644974975,N,0.644974975,0.57296489
RQ,Puerto Rico,0,3960075.765,658837.8089,1983293.032,1317944.924,0,0,0,0,658837.8089,1983293.032,1317944.924,-117838.1144,-13199.57808,-1526.382867,-103112.1534,0,0,0,0,-13199.57808,-1526.382867,-103112.1534,Caribbean,PRI,0.921622718,Y,0.644974975,0.57296489
